UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
UK,UK,CAH17-01-05,Human resource management, How well have teaching staff supported your learning?,806.1,1076.1,308.69,373.18,99.53,24.72,84.6,75.2,Q16,7010,UK
UK,UK,CAH17-01-05,Human resource management, How well organised is your course?,807.1,1076.1,246.79,405.44,117.32,37.54,80.8,75.2,Q17,7011,UK
UK,UK,CAH17-01-05,Human resource management, How well were any changes to teaching on your course communicated?,795.0,1076.1,285.35,352.48,125.78,31.34,80.2,75.2,Q18,7012,UK
UK,UK,CAH17-01-05,Human resource management, How well have the IT resources and facilities supported your learning?,782.8,1076.1,329.7,348.9,85.06,19.1,86.7,75.2,Q19,7013,UK
UK,UK,CAH17-01-05,Human resource management," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",795.3,1076.1,407.28,321.03,53.48,13.55,91.6,75.2,Q20,7014,UK
UK,UK,CAH17-01-05,Human resource management," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",777.5,1076.1,323.05,361.72,81.55,11.16,88.1,75.2,Q21,7015,UK
UK,UK,CAH17-01-05,Human resource management, To what extent do you get the right opportunities to give feedback on your course?,802.2,1076.1,346.38,328.87,100.02,26.9,84.2,75.2,Q22,7016,UK
UK,UK,CAH17-01-05,Human resource management, To what extent are students' opinions about the course valued by staff?,792.6,1076.1,297.94,321.18,124.85,48.61,78.1,75.2,Q23,7017,UK
UK,UK,CAH17-01-05,Human resource management, How clear is it that students' feedback on the course is acted on?,787.2,1076.1,234.87,309.9,191.13,51.25,69.2,75.2,Q24,7018,UK
UK,UK,CAH17-01-05,Human resource management, How well does the students' union (association or guild) represent students' academic interests?,699.0,1076.1,212.53,332.54,119.23,34.65,78.0,75.2,Q25,7019,UK
UK,UK,CAH17-01-05,Human resource management, How well communicated was information about your university/college's mental wellbeing support services?,768.5,1076.1,287.83,314.58,128.94,37.12,78.4,75.2,Q26,7020,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How good are teaching staff at explaining things?,3389.4,4409.0,1313.91,1837.84,192.8,44.85,93.0,76.9,Q01,7021,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How often do teaching staff make the subject engaging?,3386.1,4409.0,1061.82,1815.39,419.38,89.51,85.0,76.9,Q02,7022,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How often is the course intellectually stimulating?,3385.9,4409.0,962.74,1754.8,548.74,119.62,80.3,76.9,Q03,7023,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How often does your course challenge you to achieve your best work?,3386.1,4409.0,1365.93,1453.52,456.27,110.38,83.3,76.9,Q04,7024,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", To what extent have you had the chance to explore ideas and concepts in depth?,3383.6,4409.0,1240.88,1612.17,441.78,88.77,84.3,76.9,Q05,7025,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well does your course introduce subjects and skills in a way that builds on what you have already learned?,3383.9,4409.0,1263.28,1681.25,361.02,78.3,87.0,76.9,Q06,7026,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", To what extent have you had the chance to bring together information and ideas from different topics?,3383.3,4409.0,1326.66,1581.91,420.27,54.42,86.0,76.9,Q07,7027,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", To what extent does your course have the right balance of directed and independent study?,3374.9,4409.0,1331.33,1446.31,476.94,120.35,82.3,76.9,Q08,7028,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well has your course developed your knowledge and skills that you think you will need for your future?,3382.1,4409.0,1331.63,1488.4,424.73,137.34,83.4,76.9,Q09,7029,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How clear were the marking criteria used to assess your work?,3387.6,4409.0,1246.59,1564.51,458.75,117.75,83.0,76.9,Q10,7030,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How fair has the marking and assessment been on your course?,3380.8,4409.0,1053.44,1841.16,400.23,85.94,85.6,76.9,Q11,7031,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well have assessments allowed you to demonstrate what you have learned?,3385.1,4409.0,1091.12,1779.98,438.41,75.59,84.8,76.9,Q12,7032,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How often have you received assessment feedback on time?,3384.1,4409.0,1701.18,1203.48,367.24,112.2,85.8,76.9,Q13,7033,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How often does feedback help you to improve your work?,3385.6,4409.0,1210.88,1526.11,513.84,134.77,80.8,76.9,Q14,7034,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How easy was it to contact teaching staff when you needed to?,3373.4,4409.0,1576.95,1348.03,336.53,111.92,86.7,76.9,Q15,7035,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well have teaching staff supported your learning?,3381.1,4409.0,1452.31,1542.19,303.74,82.86,88.6,76.9,Q16,7036,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well organised is your course?,3387.1,4409.0,1018.45,1702.46,519.24,146.95,80.3,76.9,Q17,7037,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well were any changes to teaching on your course communicated?,3340.4,4409.0,1127.22,1608.32,468.18,136.67,81.9,76.9,Q18,7038,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well have the IT resources and facilities supported your learning?,3265.9,4409.0,1161.49,1572.49,432.18,99.74,83.7,76.9,Q19,7039,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel"," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",3324.9,4409.0,1565.42,1354.73,322.84,81.95,87.8,76.9,Q20,7040,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel"," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",3256.4,4409.0,1217.43,1575.97,396.98,66.05,85.8,76.9,Q21,7041,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", To what extent do you get the right opportunities to give feedback on your course?,3356.3,4409.0,1285.98,1497.78,498.84,73.66,82.9,76.9,Q22,7042,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", To what extent are students' opinions about the course valued by staff?,3330.8,4409.0,1206.37,1468.09,510.11,146.27,80.3,76.9,Q23,7043,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How clear is it that students' feedback on the course is acted on?,3306.0,4409.0,900.89,1467.34,747.52,190.26,71.6,76.9,Q24,7044,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well does the students' union (association or guild) represent students' academic interests?,2993.8,4409.0,768.92,1461.19,565.24,198.42,74.5,76.9,Q25,7045,UK
UK,UK,CAH17-01-06,"Tourism, transport and travel", How well communicated was information about your university/college's mental wellbeing support services?,3200.6,4409.0,1191.58,1375.32,470.89,162.84,80.2,76.9,Q26,7046,UK
UK,UK,CAH17-01-07,Finance, How good are teaching staff at explaining things?,4533.7,6360.9,1410.19,2718.89,355.01,49.57,91.1,71.4,Q01,7047,UK
UK,UK,CAH17-01-07,Finance, How often do teaching staff make the subject engaging?,4529.5,6360.9,1179.05,2354.32,846.2,149.88,78.0,71.4,Q02,7048,UK
UK,UK,CAH17-01-07,Finance, How often is the course intellectually stimulating?,4529.3,6360.9,1645.7,2190.59,571.48,121.49,84.7,71.4,Q03,7049,UK
UK,UK,CAH17-01-07,Finance, How often does your course challenge you to achieve your best work?,4526.6,6360.9,1835.32,1983.99,572.46,134.81,84.4,71.4,Q04,7050,UK
UK,UK,CAH17-01-07,Finance, To what extent have you had the chance to explore ideas and concepts in depth?,4514.7,6360.9,1513.52,2161.24,723.86,116.09,81.4,71.4,Q05,7051,UK
UK,UK,CAH17-01-07,Finance, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,4527.9,6360.9,1655.53,2295.78,500.18,76.36,87.3,71.4,Q06,7052,UK
UK,UK,CAH17-01-07,Finance, To what extent have you had the chance to bring together information and ideas from different topics?,4528.0,6360.9,1656.15,2118.97,661.31,91.58,83.4,71.4,Q07,7053,UK
UK,UK,CAH17-01-07,Finance, To what extent does your course have the right balance of directed and independent study?,4521.1,6360.9,1740.72,1954.03,667.0,159.36,81.7,71.4,Q08,7054,UK
UK,UK,CAH17-01-07,Finance, How well has your course developed your knowledge and skills that you think you will need for your future?,4527.1,6360.9,1682.39,2157.78,552.86,134.06,84.8,71.4,Q09,7055,UK
UK,UK,CAH17-01-07,Finance, How clear were the marking criteria used to assess your work?,4530.4,6360.9,1397.95,2116.42,818.19,197.81,77.6,71.4,Q10,7056,UK
UK,UK,CAH17-01-07,Finance, How fair has the marking and assessment been on your course?,4519.7,6360.9,1219.45,2475.57,655.14,169.53,81.8,71.4,Q11,7057,UK
UK,UK,CAH17-01-07,Finance, How well have assessments allowed you to demonstrate what you have learned?,4528.6,6360.9,1320.69,2424.16,658.56,125.14,82.7,71.4,Q12,7058,UK
UK,UK,CAH17-01-07,Finance, How often have you received assessment feedback on time?,4522.4,6360.9,1658.52,1870.92,727.88,265.09,78.0,71.4,Q13,7059,UK
UK,UK,CAH17-01-07,Finance, How often does feedback help you to improve your work?,4513.3,6360.9,1281.63,1871.17,1003.95,356.51,69.9,71.4,Q14,7060,UK
UK,UK,CAH17-01-07,Finance, How easy was it to contact teaching staff when you needed to?,4503.7,6360.9,1906.82,2007.65,483.94,105.28,86.9,71.4,Q15,7061,UK
UK,UK,CAH17-01-07,Finance, How well have teaching staff supported your learning?,4514.2,6360.9,1560.48,2331.67,515.53,106.5,86.2,71.4,Q16,7062,UK
UK,UK,CAH17-01-07,Finance, How well organised is your course?,4533.1,6360.9,1361.33,2458.75,575.03,137.95,84.3,71.4,Q17,7063,UK
UK,UK,CAH17-01-07,Finance, How well were any changes to teaching on your course communicated?,4446.5,6360.9,1506.96,2229.22,579.0,131.27,84.0,71.4,Q18,7064,UK
UK,UK,CAH17-01-07,Finance, How well have the IT resources and facilities supported your learning?,4445.8,6360.9,1844.97,2067.37,427.34,106.14,88.0,71.4,Q19,7065,UK
UK,UK,CAH17-01-07,Finance," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",4449.9,6360.9,2183.01,1839.67,350.99,76.24,90.4,71.4,Q20,7066,UK
UK,UK,CAH17-01-07,Finance," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",4422.9,6360.9,1769.42,2156.01,423.58,73.92,88.8,71.4,Q21,7067,UK
UK,UK,CAH17-01-07,Finance, To what extent do you get the right opportunities to give feedback on your course?,4488.7,6360.9,1679.59,2088.97,610.04,110.05,84.0,71.4,Q22,7068,UK
UK,UK,CAH17-01-07,Finance, To what extent are students' opinions about the course valued by staff?,4441.5,6360.9,1425.42,2055.59,738.17,222.36,78.4,71.4,Q23,7069,UK
UK,UK,CAH17-01-07,Finance, How clear is it that students' feedback on the course is acted on?,4430.2,6360.9,1175.06,1954.3,1028.6,272.24,70.6,71.4,Q24,7070,UK
UK,UK,CAH17-01-07,Finance, How well does the students' union (association or guild) represent students' academic interests?,4078.5,6360.9,1136.69,2010.81,694.68,236.3,77.2,71.4,Q25,7071,UK
UK,UK,CAH17-01-07,Finance, How well communicated was information about your university/college's mental wellbeing support services?,4280.9,6360.9,1600.99,1958.78,536.9,184.24,83.2,71.4,Q26,7072,UK
UK,UK,CAH17-01-08,Accounting, How good are teaching staff at explaining things?,5361.4,7575.9,1673.18,3198.65,422.54,67.0,90.9,70.9,Q01,7073,UK
UK,UK,CAH17-01-08,Accounting, How often do teaching staff make the subject engaging?,5361.6,7575.9,1329.44,2879.43,983.24,169.52,78.5,70.9,Q02,7074,UK
UK,UK,CAH17-01-08,Accounting, How often is the course intellectually stimulating?,5355.6,7575.9,1770.82,2691.28,755.81,137.66,83.3,70.9,Q03,7075,UK
UK,UK,CAH17-01-08,Accounting, How often does your course challenge you to achieve your best work?,5364.7,7575.9,2104.25,2423.05,683.65,153.72,84.4,70.9,Q04,7076,UK
UK,UK,CAH17-01-08,Accounting, To what extent have you had the chance to explore ideas and concepts in depth?,5331.8,7575.9,1583.27,2634.06,954.06,160.42,79.1,70.9,Q05,7077,UK
UK,UK,CAH17-01-08,Accounting, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,5358.1,7575.9,2022.82,2670.29,568.54,96.48,87.6,70.9,Q06,7078,UK
UK,UK,CAH17-01-08,Accounting, To what extent have you had the chance to bring together information and ideas from different topics?,5348.0,7575.9,1798.1,2590.53,833.92,125.4,82.1,70.9,Q07,7079,UK
UK,UK,CAH17-01-08,Accounting, To what extent does your course have the right balance of directed and independent study?,5356.4,7575.9,2057.92,2271.89,824.29,202.34,80.8,70.9,Q08,7080,UK
UK,UK,CAH17-01-08,Accounting, How well has your course developed your knowledge and skills that you think you will need for your future?,5360.4,7575.9,2054.44,2508.96,647.97,149.04,85.1,70.9,Q09,7081,UK
UK,UK,CAH17-01-08,Accounting, How clear were the marking criteria used to assess your work?,5359.7,7575.9,1755.11,2460.67,896.38,247.55,78.7,70.9,Q10,7082,UK
UK,UK,CAH17-01-08,Accounting, How fair has the marking and assessment been on your course?,5342.0,7575.9,1502.57,2899.47,740.84,199.16,82.4,70.9,Q11,7083,UK
UK,UK,CAH17-01-08,Accounting, How well have assessments allowed you to demonstrate what you have learned?,5356.8,7575.9,1612.77,2860.36,741.93,141.69,83.5,70.9,Q12,7084,UK
UK,UK,CAH17-01-08,Accounting, How often have you received assessment feedback on time?,5346.7,7575.9,2110.23,2139.22,795.65,301.57,79.5,70.9,Q13,7085,UK
UK,UK,CAH17-01-08,Accounting, How often does feedback help you to improve your work?,5342.6,7575.9,1526.94,2230.16,1171.51,413.97,70.3,70.9,Q14,7086,UK
UK,UK,CAH17-01-08,Accounting, How easy was it to contact teaching staff when you needed to?,5333.7,7575.9,2298.97,2279.44,602.59,152.68,85.8,70.9,Q15,7087,UK
UK,UK,CAH17-01-08,Accounting, How well have teaching staff supported your learning?,5339.5,7575.9,1895.34,2698.88,613.81,131.46,86.0,70.9,Q16,7088,UK
UK,UK,CAH17-01-08,Accounting, How well organised is your course?,5360.4,7575.9,1616.14,2910.95,657.2,176.06,84.5,70.9,Q17,7089,UK
UK,UK,CAH17-01-08,Accounting, How well were any changes to teaching on your course communicated?,5260.7,7575.9,1757.91,2638.18,693.15,171.48,83.6,70.9,Q18,7090,UK
UK,UK,CAH17-01-08,Accounting, How well have the IT resources and facilities supported your learning?,5244.7,7575.9,2176.2,2419.84,513.65,135.01,87.6,70.9,Q19,7091,UK
UK,UK,CAH17-01-08,Accounting," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",5252.5,7575.9,2513.15,2183.64,434.7,121.04,89.4,70.9,Q20,7092,UK
UK,UK,CAH17-01-08,Accounting," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",5186.9,7575.9,2063.46,2523.39,519.21,80.88,88.4,70.9,Q21,7093,UK
UK,UK,CAH17-01-08,Accounting, To what extent do you get the right opportunities to give feedback on your course?,5309.5,7575.9,1849.96,2517.7,786.46,155.37,82.3,70.9,Q22,7094,UK
UK,UK,CAH17-01-08,Accounting, To what extent are students' opinions about the course valued by staff?,5235.1,7575.9,1666.67,2404.78,861.42,302.26,77.8,70.9,Q23,7095,UK
UK,UK,CAH17-01-08,Accounting, How clear is it that students' feedback on the course is acted on?,5229.4,7575.9,1320.18,2333.99,1254.03,321.21,69.9,70.9,Q24,7096,UK
UK,UK,CAH17-01-08,Accounting, How well does the students' union (association or guild) represent students' academic interests?,4722.5,7575.9,1200.45,2440.51,802.02,279.48,77.1,70.9,Q25,7097,UK
UK,UK,CAH17-01-08,Accounting, How well communicated was information about your university/college's mental wellbeing support services?,5081.2,7575.9,1825.52,2323.86,712.93,218.86,81.7,70.9,Q26,7098,UK
UK,UK,CAH17-01-09,Others in business and management, How good are teaching staff at explaining things?,39.0,59.2,19.39,15.23,4.35,0.0,88.8,65.8,Q01,7099,UK
UK,UK,CAH17-01-09,Others in business and management, How often do teaching staff make the subject engaging?,39.0,59.2,15.05,17.41,6.18,0.33,83.3,65.8,Q02,7100,UK
UK,UK,CAH17-01-09,Others in business and management, How often is the course intellectually stimulating?,39.0,59.2,12.88,18.93,6.16,1.0,81.6,65.8,Q03,7101,UK
UK,UK,CAH17-01-09,Others in business and management, How often does your course challenge you to achieve your best work?,39.0,59.2,21.92,11.23,4.99,0.83,85.1,65.8,Q04,7102,UK
UK,UK,CAH17-01-09,Others in business and management, To what extent have you had the chance to explore ideas and concepts in depth?,39.0,59.2,14.28,18.51,5.35,0.83,84.1,65.8,Q05,7103,UK
UK,UK,CAH17-01-09,Others in business and management, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,39.0,59.2,16.45,18.2,3.16,1.16,88.9,65.8,Q06,7104,UK
UK,UK,CAH17-01-09,Others in business and management, To what extent have you had the chance to bring together information and ideas from different topics?,39.0,59.2,17.92,16.02,3.87,1.16,87.1,65.8,Q07,7105,UK
UK,UK,CAH17-01-09,Others in business and management, To what extent does your course have the right balance of directed and independent study?,39.0,59.2,15.41,18.06,4.67,0.83,85.9,65.8,Q08,7106,UK
UK,UK,CAH17-01-09,Others in business and management, How well has your course developed your knowledge and skills that you think you will need for your future?,39.0,59.2,19.76,12.02,4.84,2.35,81.5,65.8,Q09,7107,UK
UK,UK,CAH17-01-09,Others in business and management, How clear were the marking criteria used to assess your work?,39.0,59.2,10.07,19.36,9.02,0.52,75.5,65.8,Q10,7108,UK
UK,UK,CAH17-01-09,Others in business and management, How fair has the marking and assessment been on your course?,39.0,59.2,7.53,25.59,5.35,0.5,85.0,65.8,Q11,7109,UK
UK,UK,CAH17-01-09,Others in business and management, How well have assessments allowed you to demonstrate what you have learned?,39.0,59.2,8.56,25.59,4.49,0.33,87.6,65.8,Q12,7110,UK
UK,UK,CAH17-01-09,Others in business and management, How often have you received assessment feedback on time?,39.0,59.2,13.61,12.69,7.84,4.83,67.5,65.8,Q13,7111,UK
UK,UK,CAH17-01-09,Others in business and management, How often does feedback help you to improve your work?,39.0,59.2,11.05,21.57,4.36,1.99,83.7,65.8,Q14,7112,UK
UK,UK,CAH17-01-09,Others in business and management, How easy was it to contact teaching staff when you needed to?,39.0,59.2,20.11,10.53,8.33,0.0,78.6,65.8,Q15,7113,UK
UK,UK,CAH17-01-09,Others in business and management, How well have teaching staff supported your learning?,39.0,59.2,18.27,15.7,5.0,0.0,87.2,65.8,Q16,7114,UK
UK,UK,CAH17-01-09,Others in business and management, How well organised is your course?,39.0,59.2,8.93,19.05,6.99,4.0,71.8,65.8,Q17,7115,UK
UK,UK,CAH17-01-09,Others in business and management, How well were any changes to teaching on your course communicated?,38.5,59.2,13.21,12.94,8.32,4.0,68.0,65.8,Q18,7116,UK
UK,UK,CAH17-01-09,Others in business and management, How well have the IT resources and facilities supported your learning?,37.5,59.2,7.87,25.2,3.9,0.5,88.3,65.8,Q19,7117,UK
UK,UK,CAH17-01-09,Others in business and management," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",38.0,59.2,12.9,22.2,1.87,1.0,92.4,65.8,Q20,7118,UK
UK,UK,CAH17-01-09,Others in business and management," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",37.5,59.2,9.02,24.58,3.87,0.0,89.7,65.8,Q21,7119,UK
UK,UK,CAH17-01-09,Others in business and management, To what extent do you get the right opportunities to give feedback on your course?,38.5,59.2,14.59,14.05,9.83,0.0,74.4,65.8,Q22,7120,UK
UK,UK,CAH17-01-09,Others in business and management, To what extent are students' opinions about the course valued by staff?,38.6,59.2,15.55,13.41,6.18,3.5,74.9,65.8,Q23,7121,UK
UK,UK,CAH17-01-09,Others in business and management, How clear is it that students' feedback on the course is acted on?,38.6,59.2,11.51,14.25,11.88,1.0,66.7,65.8,Q24,7122,UK
UK,UK,CAH17-01-09,Others in business and management, How well does the students' union (association or guild) represent students' academic interests?,28.8,59.2,4.52,14.97,6.49,2.83,67.7,65.8,Q25,7123,UK
UK,UK,CAH17-01-09,Others in business and management, How well communicated was information about your university/college's mental wellbeing support services?,37.0,59.2,11.54,16.43,5.67,3.33,75.7,65.8,Q26,7124,UK
UK,UK,CAH19-01-01,English studies (non-specific), How good are teaching staff at explaining things?,2426.7,3605.0,981.17,1334.53,95.54,15.5,95.4,67.4,Q01,7125,UK
UK,UK,CAH19-01-01,English studies (non-specific), How often do teaching staff make the subject engaging?,2427.7,3605.0,805.52,1368.39,218.28,35.55,89.5,67.4,Q02,7126,UK
UK,UK,CAH19-01-01,English studies (non-specific), How often is the course intellectually stimulating?,2426.2,3605.0,1207.61,997.39,175.61,45.63,90.9,67.4,Q03,7127,UK
UK,UK,CAH19-01-01,English studies (non-specific), How often does your course challenge you to achieve your best work?,2428.7,3605.0,983.64,1074.21,304.24,66.65,84.7,67.4,Q04,7128,UK
UK,UK,CAH19-01-01,English studies (non-specific), To what extent have you had the chance to explore ideas and concepts in depth?,2427.2,3605.0,1134.09,981.68,284.4,27.07,87.2,67.4,Q05,7129,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well does your course introduce subjects and skills in a way that builds on what you have already learned?,2421.7,3605.0,742.1,1289.94,338.76,50.94,83.9,67.4,Q06,7130,UK
UK,UK,CAH19-01-01,English studies (non-specific), To what extent have you had the chance to bring together information and ideas from different topics?,2424.6,3605.0,1003.66,1045.88,341.63,33.4,84.5,67.4,Q07,7131,UK
UK,UK,CAH19-01-01,English studies (non-specific), To what extent does your course have the right balance of directed and independent study?,2427.2,3605.0,772.76,1013.43,497.69,143.36,73.6,67.4,Q08,7132,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well has your course developed your knowledge and skills that you think you will need for your future?,2412.2,3605.0,647.98,1221.74,445.95,96.57,77.5,67.4,Q09,7133,UK
UK,UK,CAH19-01-01,English studies (non-specific), How clear were the marking criteria used to assess your work?,2425.7,3605.0,531.23,1204.3,568.09,122.12,71.5,67.4,Q10,7134,UK
UK,UK,CAH19-01-01,English studies (non-specific), How fair has the marking and assessment been on your course?,2418.2,3605.0,506.48,1483.55,364.31,63.9,82.3,67.4,Q11,7135,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well have assessments allowed you to demonstrate what you have learned?,2416.7,3605.0,646.57,1334.25,374.77,61.15,82.0,67.4,Q12,7136,UK
UK,UK,CAH19-01-01,English studies (non-specific), How often have you received assessment feedback on time?,2417.4,3605.0,888.11,1018.23,390.65,120.42,78.9,67.4,Q13,7137,UK
UK,UK,CAH19-01-01,English studies (non-specific), How often does feedback help you to improve your work?,2424.7,3605.0,635.35,1206.88,459.9,122.61,76.0,67.4,Q14,7138,UK
UK,UK,CAH19-01-01,English studies (non-specific), How easy was it to contact teaching staff when you needed to?,2427.2,3605.0,1149.83,980.56,234.87,61.98,87.8,67.4,Q15,7139,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well have teaching staff supported your learning?,2424.7,3605.0,961.19,1177.85,224.7,61.0,88.2,67.4,Q16,7140,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well organised is your course?,2427.7,3605.0,547.95,1350.47,417.57,111.75,78.2,67.4,Q17,7141,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well were any changes to teaching on your course communicated?,2377.0,3605.0,600.2,1191.49,480.17,105.09,75.4,67.4,Q18,7142,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well have the IT resources and facilities supported your learning?,2284.3,3605.0,688.98,1196.02,311.03,88.26,82.5,67.4,Q19,7143,UK
UK,UK,CAH19-01-01,English studies (non-specific)," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",2390.1,3605.0,1316.0,908.69,138.95,26.5,93.1,67.4,Q20,7144,UK
UK,UK,CAH19-01-01,English studies (non-specific)," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",2209.2,3605.0,790.44,1127.43,262.39,28.98,86.8,67.4,Q21,7145,UK
UK,UK,CAH19-01-01,English studies (non-specific), To what extent do you get the right opportunities to give feedback on your course?,2398.2,3605.0,848.64,1085.6,398.08,65.92,80.7,67.4,Q22,7146,UK
UK,UK,CAH19-01-01,English studies (non-specific), To what extent are students' opinions about the course valued by staff?,2386.0,3605.0,787.68,1056.57,405.23,136.51,77.3,67.4,Q23,7147,UK
UK,UK,CAH19-01-01,English studies (non-specific), How clear is it that students' feedback on the course is acted on?,2362.1,3605.0,378.99,912.48,843.99,226.61,54.7,67.4,Q24,7148,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well does the students' union (association or guild) represent students' academic interests?,2137.7,3605.0,347.96,1078.22,528.27,183.27,66.7,67.4,Q25,7149,UK
UK,UK,CAH19-01-01,English studies (non-specific), How well communicated was information about your university/college's mental wellbeing support services?,2363.0,3605.0,560.76,1031.37,573.25,197.66,67.4,67.4,Q26,7150,UK
UK,UK,CAH19-01-02,English language, How good are teaching staff at explaining things?,806.4,1154.5,312.2,448.38,39.94,5.85,94.3,70.3,Q01,7151,UK
UK,UK,CAH19-01-02,English language, How often do teaching staff make the subject engaging?,803.4,1154.5,229.18,473.14,88.62,12.43,87.4,70.3,Q02,7152,UK
UK,UK,CAH19-01-02,English language, How often is the course intellectually stimulating?,810.4,1154.5,344.28,389.97,62.94,13.18,90.6,70.3,Q03,7153,UK
UK,UK,CAH19-01-02,English language, How often does your course challenge you to achieve your best work?,807.9,1154.5,350.97,340.86,95.44,20.6,85.6,70.3,Q04,7154,UK
UK,UK,CAH19-01-02,English language, To what extent have you had the chance to explore ideas and concepts in depth?,809.6,1154.5,319.03,379.21,96.54,14.84,86.2,70.3,Q05,7155,UK
UK,UK,CAH19-01-02,English language, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,806.0,1154.5,319.05,403.29,74.02,9.67,89.6,70.3,Q06,7156,UK
UK,UK,CAH19-01-02,English language, To what extent have you had the chance to bring together information and ideas from different topics?,806.4,1154.5,320.57,361.41,111.64,12.75,84.6,70.3,Q07,7157,UK
UK,UK,CAH19-01-02,English language, To what extent does your course have the right balance of directed and independent study?,804.6,1154.5,279.67,326.57,155.37,43.01,75.3,70.3,Q08,7158,UK
UK,UK,CAH19-01-02,English language, How well has your course developed your knowledge and skills that you think you will need for your future?,801.9,1154.5,253.84,400.68,122.16,25.19,81.6,70.3,Q09,7159,UK
UK,UK,CAH19-01-02,English language, How clear were the marking criteria used to assess your work?,808.9,1154.5,277.86,386.74,121.35,22.92,82.2,70.3,Q10,7160,UK
UK,UK,CAH19-01-02,English language, How fair has the marking and assessment been on your course?,808.9,1154.5,249.07,439.59,100.69,19.52,85.1,70.3,Q11,7161,UK
UK,UK,CAH19-01-02,English language, How well have assessments allowed you to demonstrate what you have learned?,807.9,1154.5,252.2,434.19,102.13,19.35,85.0,70.3,Q12,7162,UK
UK,UK,CAH19-01-02,English language, How often have you received assessment feedback on time?,805.9,1154.5,392.97,317.85,77.85,17.2,88.2,70.3,Q13,7163,UK
UK,UK,CAH19-01-02,English language, How often does feedback help you to improve your work?,808.4,1154.5,271.5,381.34,126.84,28.69,80.8,70.3,Q14,7164,UK
UK,UK,CAH19-01-02,English language, How easy was it to contact teaching staff when you needed to?,804.4,1154.5,410.05,310.59,66.73,17.0,89.6,70.3,Q15,7165,UK
UK,UK,CAH19-01-02,English language, How well have teaching staff supported your learning?,803.9,1154.5,345.09,374.64,69.29,14.85,89.5,70.3,Q16,7166,UK
UK,UK,CAH19-01-02,English language, How well organised is your course?,809.9,1154.5,245.32,449.38,91.14,24.03,85.8,70.3,Q17,7167,UK
UK,UK,CAH19-01-02,English language, How well were any changes to teaching on your course communicated?,762.9,1154.5,250.34,373.36,109.62,29.55,81.8,70.3,Q18,7168,UK
UK,UK,CAH19-01-02,English language, How well have the IT resources and facilities supported your learning?,763.2,1154.5,270.62,370.15,103.76,18.68,84.0,70.3,Q19,7169,UK
