Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
University of Durham,All undergraduates,Finance,CAH17-01-07,85.2,78,-7.2
University of Durham,All undergraduates,Literature in English,CAH19-01-03,77.9,69,-8.9
University of Durham,All undergraduates,Asian studies,CAH19-04-06,40,31.9,-8.1
University of Durham,All undergraduates,Others in language and area studies,CAH19-04-09,79,72.8,-6.2
University of Durham,All undergraduates,History,CAH20-01-01,74.3,65.6,-8.7
University of Durham,All undergraduates,Archaeology,CAH20-01-03,88.4,76.1,-12.3
University of Durham,All undergraduates,Classics,CAH20-01-05,78.7,64.3,-14.4
University of Durham,All undergraduates,Education,CAH22-01-01,89.6,85.8,-3.8
University of Durham,All undergraduates,Teacher training,CAH22-01-02,61.1,52.1,-9
University of Durham,All undergraduates,Music,CAH25-02-02,76.5,68,-8.5
University of Durham,All undergraduates,Human geography,CAH26-01-03,81.6,73.1,-8.5
University of Durham,All undergraduates,Earth sciences,CAH26-01-06,83.8,80.1,-3.7
University of Durham,First degree,Biology (non-specific),CAH03-01-02,89.2,83.3,-5.9
University of Durham,First degree,Sport and exercise sciences,CAH03-02-01,82.2,69.5,-12.7
University of Durham,First degree,Natural sciences (non-specific),CAH07-04-04,83.1,75.8,-7.3
University of Durham,First degree,Mathematics,CAH09-01-01,81.7,78.4,-3.3
University of Durham,First degree,Social sciences (non-specific),CAH15-01-01,76.2,72.3,-3.9
University of Durham,First degree,Economics,CAH15-02-01,76.3,68.4,-7.9
University of Durham,First degree,Politics,CAH15-03-01,76.2,67.3,-8.9
University of Durham,First degree,Law,CAH16-01-01,76.9,71.5,-5.4
University of Durham,First degree,Business studies,CAH17-01-02,74,62.4,-11.6
University of Durham,First degree,Management studies,CAH17-01-04,69.3,56,-13.3
University of Durham,First degree,Finance,CAH17-01-07,85.2,78,-7.2
University of Durham,First degree,Literature in English,CAH19-01-03,77.9,69,-8.9
University of Durham,First degree,Asian studies,CAH19-04-06,40,31.9,-8.1
University of Durham,First degree,Others in language and area studies,CAH19-04-09,79,72.8,-6.2
University of Durham,First degree,History,CAH20-01-01,74.3,65.6,-8.7
University of Durham,First degree,Archaeology,CAH20-01-03,88.4,76.1,-12.3
University of Durham,First degree,Classics,CAH20-01-05,78.7,64.3,-14.4
University of Durham,First degree,Education,CAH22-01-01,89.6,85.8,-3.8
University of Durham,First degree,Teacher training,CAH22-01-02,61.1,52.1,-9
University of Durham,First degree,Music,CAH25-02-02,76.5,68,-8.5
University of Durham,First degree,Human geography,CAH26-01-03,81.6,73.1,-8.5
University of Durham,First degree,Earth sciences,CAH26-01-06,83,82.7,-0.3
University of Durham,Undergraduate with postgraduate component,Biology (non-specific),CAH03-01-02,89,93.2,4.2
University of Durham,Undergraduate with postgraduate component,Chemistry,CAH07-02-01,86.2,81.2,-5
University of Durham,Undergraduate with postgraduate component,Natural sciences (non-specific),CAH07-04-04,81.2,75.9,-5.3
University of Durham,Undergraduate with postgraduate component,Mathematics,CAH09-01-01,80.6,83.4,2.8
University of Durham,Undergraduate with postgraduate component,Engineering (non-specific),CAH10-01-01,83.1,76.2,-6.9
University of Durham,Undergraduate with postgraduate component,Computer science,CAH11-01-01,75.9,91,15.1
University of East London,All undergraduates,Nursing (non-specific),CAH02-04-01,82.4,75.3,-7.1
University of East London,All undergraduates,Adult nursing,CAH02-04-02,77.7,72.6,-5.1
University of East London,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,83.5,77.9,-5.6
University of East London,All undergraduates,"Anatomy, physiology and pathology",CAH02-05-04,84.4,74.2,-10.2
University of East London,All undergraduates,Physiotherapy,CAH02-06-05,80.5,71.1,-9.4
University of East London,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,81.6,70.1,-11.5
University of East London,All undergraduates,Sport and exercise sciences,CAH03-02-01,78.2,67.2,-11
University of East London,All undergraduates,Psychology (non-specific),CAH04-01-01,77.7,69.8,-7.9
University of East London,All undergraduates,Developmental psychology,CAH04-01-03,61.7,40.5,-21.2
University of East London,All undergraduates,Civil engineering,CAH10-01-07,88.6,82.2,-6.4
University of East London,All undergraduates,Computer science,CAH11-01-01,91.5,88.3,-3.2
University of East London,All undergraduates,Software engineering,CAH11-01-04,93.4,88.4,-5
University of East London,All undergraduates,Architecture,CAH13-01-01,87.5,79,-8.5
University of East London,All undergraduates,Sociology,CAH15-01-02,83.1,76.8,-6.3
University of East London,All undergraduates,Social work,CAH15-04-01,60.3,40.4,-19.9
University of East London,All undergraduates,Childhood and youth studies,CAH15-04-02,87.9,82.7,-5.2
University of East London,All undergraduates,Law,CAH16-01-01,78.3,67.7,-10.6
University of East London,All undergraduates,Business and management (non-specific),CAH17-01-01,91.6,88.8,-2.8
University of East London,All undergraduates,Marketing,CAH17-01-03,94.8,95.8,1
University of East London,All undergraduates,"Tourism, transport and travel",CAH17-01-06,87.2,82.6,-4.6
University of East London,All undergraduates,Accounting,CAH17-01-08,86.5,81,-5.5
University of East London,All undergraduates,Education,CAH22-01-01,85.8,83.4,-2.4
University of East London,All undergraduates,Teacher training,CAH22-01-02,81.9,78.2,-3.7
University of East London,All undergraduates,Media studies,CAH24-01-05,78.4,67.7,-10.7
University of East London,All undergraduates,Art,CAH25-01-02,94.3,97.2,2.9
University of East London,All undergraduates,Design studies,CAH25-01-03,83.9,78.4,-5.5
University of East London,All undergraduates,Dance,CAH25-02-04,93.1,100.5,7.4
University of East London,First degree,Adult nursing,CAH02-04-02,77.7,72.6,-5.1
University of East London,First degree,Biomedical sciences (non-specific),CAH02-05-03,83.5,77.9,-5.6
University of East London,First degree,"Anatomy, physiology and pathology",CAH02-05-04,84.4,74.2,-10.2
University of East London,First degree,Physiotherapy,CAH02-06-05,80.5,71.1,-9.4
University of East London,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,81.6,70.1,-11.5
University of East London,First degree,Sport and exercise sciences,CAH03-02-01,78.2,67.2,-11
University of East London,First degree,Psychology (non-specific),CAH04-01-01,77.7,69.8,-7.9
University of East London,First degree,Developmental psychology,CAH04-01-03,61.7,40.5,-21.2
University of East London,First degree,Civil engineering,CAH10-01-07,88.5,83.4,-5.1
University of East London,First degree,Computer science,CAH11-01-01,91.5,88.3,-3.2
University of East London,First degree,Software engineering,CAH11-01-04,93.4,88.4,-5
University of East London,First degree,Architecture,CAH13-01-01,87.5,79,-8.5
University of East London,First degree,Sociology,CAH15-01-02,83.1,76.8,-6.3
University of East London,First degree,Social work,CAH15-04-01,60.3,40.4,-19.9
University of East London,First degree,Childhood and youth studies,CAH15-04-02,87.9,82.7,-5.2
University of East London,First degree,Law,CAH16-01-01,78.3,67.7,-10.6
University of East London,First degree,Business and management (non-specific),CAH17-01-01,91.6,88.8,-2.8
University of East London,First degree,Marketing,CAH17-01-03,94.8,95.8,1
University of East London,First degree,"Tourism, transport and travel",CAH17-01-06,86.5,82.2,-4.3
University of East London,First degree,Accounting,CAH17-01-08,86,79.8,-6.2
University of East London,First degree,Education,CAH22-01-01,85.8,83.4,-2.4
University of East London,First degree,Teacher training,CAH22-01-02,81.9,78.2,-3.7
University of East London,First degree,Media studies,CAH24-01-05,78.4,67.7,-10.7
University of East London,First degree,Art,CAH25-01-02,94.3,97.2,2.9
University of East London,First degree,Design studies,CAH25-01-03,83.9,78.4,-5.5
University of East London,First degree,Dance,CAH25-02-04,93.1,100.5,7.4
University of East London,Other undergraduate,Nursing (non-specific),CAH02-04-01,82.4,75.3,-7.1
University of Gloucestershire,All undergraduates,Adult nursing,CAH02-04-02,56,40.8,-15.2
University of Gloucestershire,All undergraduates,Mental health nursing,CAH02-04-07,46.9,35.4,-11.5
University of Gloucestershire,All undergraduates,Health sciences (non-specific),CAH02-06-01,86.8,83.5,-3.3
University of Gloucestershire,All undergraduates,Physiotherapy,CAH02-06-05,60.2,42.9,-17.3
University of Gloucestershire,All undergraduates,Sport and exercise sciences,CAH03-02-01,73.8,62.4,-11.4
University of Gloucestershire,All undergraduates,Psychology (non-specific),CAH04-01-01,83.8,78.9,-4.9
University of Gloucestershire,All undergraduates,Applied psychology,CAH04-01-02,80,70.4,-9.6
University of Gloucestershire,All undergraduates,Software engineering,CAH11-01-04,53.1,39.2,-13.9
University of Gloucestershire,All undergraduates,Computer games and animation,CAH11-01-06,83.1,76.8,-6.3
University of Gloucestershire,All undergraduates,Others in computing,CAH11-01-08,70.4,56.1,-14.3
University of Gloucestershire,All undergraduates,Landscape design,CAH13-01-03,99.5,82.2,-17.3
University of Gloucestershire,All undergraduates,Sociology,CAH15-01-02,71.8,57.8,-14
University of Gloucestershire,All undergraduates,Social work,CAH15-04-01,83.5,76.1,-7.4
University of Gloucestershire,All undergraduates,Law,CAH16-01-01,90.9,88.2,-2.7
University of Gloucestershire,All undergraduates,Business studies,CAH17-01-02,83,74.1,-8.9
University of Gloucestershire,All undergraduates,"Tourism, transport and travel",CAH17-01-06,68.3,61.6,-6.7
University of Gloucestershire,All undergraduates,History,CAH20-01-01,93.1,91.2,-1.9
University of Gloucestershire,All undergraduates,Education,CAH22-01-01,88.8,87.9,-0.9
University of Gloucestershire,All undergraduates,Teacher training,CAH22-01-02,77.6,62.7,-14.9
University of Gloucestershire,All undergraduates,Journalism,CAH24-01-04,93.5,85.5,-8
University of Gloucestershire,All undergraduates,Design studies,CAH25-01-03,78.1,70.9,-7.2
University of Gloucestershire,All undergraduates,Cinematics and photography,CAH25-01-04,77.3,68,-9.3
University of Gloucestershire,All undergraduates,Music,CAH25-02-02,59.2,52.1,-7.1
University of Gloucestershire,First degree,Adult nursing,CAH02-04-02,44.2,30.2,-14
University of Gloucestershire,First degree,Mental health nursing,CAH02-04-07,46.9,35.4,-11.5
University of Gloucestershire,First degree,Health sciences (non-specific),CAH02-06-01,86.8,83.5,-3.3
University of Gloucestershire,First degree,Physiotherapy,CAH02-06-05,60.2,42.9,-17.3
University of Gloucestershire,First degree,Sport and exercise sciences,CAH03-02-01,73.8,62.4,-11.4
University of Gloucestershire,First degree,Psychology (non-specific),CAH04-01-01,83.8,78.9,-4.9
University of Gloucestershire,First degree,Applied psychology,CAH04-01-02,80,70.4,-9.6
University of Gloucestershire,First degree,Software engineering,CAH11-01-04,53.1,39.2,-13.9
University of Gloucestershire,First degree,Computer games and animation,CAH11-01-06,83.1,76.8,-6.3
University of Gloucestershire,First degree,Others in computing,CAH11-01-08,70.4,56.1,-14.3
University of Gloucestershire,First degree,Landscape design,CAH13-01-03,99.5,82.2,-17.3
University of Gloucestershire,First degree,Sociology,CAH15-01-02,71.8,57.8,-14
University of Gloucestershire,First degree,Social work,CAH15-04-01,82.9,74.6,-8.3
University of Gloucestershire,First degree,Law,CAH16-01-01,90.9,88.2,-2.7
University of Gloucestershire,First degree,Business studies,CAH17-01-02,83,74.1,-8.9
University of Gloucestershire,First degree,"Tourism, transport and travel",CAH17-01-06,68.3,61.6,-6.7
University of Gloucestershire,First degree,History,CAH20-01-01,93.1,91.2,-1.9
University of Gloucestershire,First degree,Education,CAH22-01-01,88.8,87.9,-0.9
University of Gloucestershire,First degree,Teacher training,CAH22-01-02,77.6,62.7,-14.9
University of Gloucestershire,First degree,Journalism,CAH24-01-04,93.5,85.5,-8
University of Gloucestershire,First degree,Design studies,CAH25-01-03,78.1,70.9,-7.2
University of Gloucestershire,First degree,Cinematics and photography,CAH25-01-04,77.3,68,-9.3
University of Gloucestershire,First degree,Music,CAH25-02-02,59.2,52.1,-7.1
University of Gloucestershire,Other undergraduate,Adult nursing,CAH02-04-02,79.9,70.4,-9.5
University of Greenwich,All undergraduates,Nursing (non-specific),CAH02-04-01,83.9,79.8,-4.1
University of Greenwich,All undergraduates,Adult nursing,CAH02-04-02,85.1,76.4,-8.7
University of Greenwich,All undergraduates,Midwifery,CAH02-04-04,85,77,-8
University of Greenwich,All undergraduates,Children's nursing,CAH02-04-05,91.1,88.4,-2.7
University of Greenwich,All undergraduates,Mental health nursing,CAH02-04-07,89.4,81,-8.4
University of Greenwich,All undergraduates,Health sciences (non-specific),CAH02-06-01,82.6,78.5,-4.1
University of Greenwich,All undergraduates,Environmental and public health,CAH02-06-04,81.3,72.9,-8.4
University of Greenwich,All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,74.8,69.6,-5.2
University of Greenwich,All undergraduates,Sport and exercise sciences,CAH03-02-01,79.1,71.4,-7.7
University of Greenwich,All undergraduates,Psychology (non-specific),CAH04-01-01,72.9,63.9,-9
University of Greenwich,All undergraduates,Others in psychology,CAH04-01-05,51.8,32.5,-19.3
University of Greenwich,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,90.2,88.6,-1.6
University of Greenwich,All undergraduates,Mathematics,CAH09-01-01,82.3,75,-7.3
University of Greenwich,All undergraduates,Computer science,CAH11-01-01,80.7,76.9,-3.8
University of Greenwich,All undergraduates,Architecture,CAH13-01-01,83.8,76.7,-7.1
University of Greenwich,All undergraduates,Building,CAH13-01-02,53.5,40.8,-12.7
University of Greenwich,All undergraduates,Sociology,CAH15-01-02,71.2,56.8,-14.4
University of Greenwich,All undergraduates,Economics,CAH15-02-01,78.8,71.1,-7.7
University of Greenwich,All undergraduates,Politics,CAH15-03-01,81.1,75.1,-6
University of Greenwich,All undergraduates,Social work,CAH15-04-01,92.6,96,3.4
University of Greenwich,All undergraduates,Law,CAH16-01-01,83.1,79.3,-3.8
University of Greenwich,All undergraduates,Business studies,CAH17-01-02,80.2,71.6,-8.6
University of Greenwich,All undergraduates,Marketing,CAH17-01-03,80.8,73.2,-7.6
University of Greenwich,All undergraduates,Management studies,CAH17-01-04,80.1,73.6,-6.5
University of Greenwich,All undergraduates,Human resource management,CAH17-01-05,74.5,65.3,-9.2
University of Greenwich,All undergraduates,"Tourism, transport and travel",CAH17-01-06,88.9,80.2,-8.7
University of Greenwich,All undergraduates,Finance,CAH17-01-07,91.1,88.2,-2.9
University of Greenwich,All undergraduates,Accounting,CAH17-01-08,80.3,74,-6.3
University of Greenwich,All undergraduates,Literature in English,CAH19-01-03,93.2,86.4,-6.8
University of Greenwich,All undergraduates,Creative writing,CAH19-01-05,93.1,86.8,-6.3
University of Greenwich,All undergraduates,Others in language and area studies,CAH19-04-09,81.1,69.3,-11.8
University of Greenwich,All undergraduates,Education,CAH22-01-01,67.4,47.8,-19.6
University of Greenwich,All undergraduates,Teacher training,CAH22-01-02,73.3,64.2,-9.1
University of Greenwich,All undergraduates,Design studies,CAH25-01-03,67.4,55.5,-11.9
University of Greenwich,All undergraduates,Cinematics and photography,CAH25-01-04,72.2,57.7,-14.5
University of Greenwich,All undergraduates,Drama,CAH25-02-03,90.8,81.5,-9.3
University of Greenwich,First degree,Adult nursing,CAH02-04-02,85.1,76.4,-8.7
University of Greenwich,First degree,Midwifery,CAH02-04-04,85,77,-8
University of Greenwich,First degree,Children's nursing,CAH02-04-05,91.1,88.4,-2.7
University of Greenwich,First degree,Mental health nursing,CAH02-04-07,89.4,81,-8.4
University of Greenwich,First degree,Health sciences (non-specific),CAH02-06-01,82.6,78.5,-4.1
University of Greenwich,First degree,Environmental and public health,CAH02-06-04,81.3,72.9,-8.4
University of Greenwich,First degree,"Molecular biology, biophysics and biochemistry",CAH03-01-08,74.8,69.6,-5.2
University of Greenwich,First degree,Sport and exercise sciences,CAH03-02-01,79.1,71.4,-7.7
University of Greenwich,First degree,Psychology (non-specific),CAH04-01-01,72.9,63.9,-9
University of Greenwich,First degree,Others in psychology,CAH04-01-05,51.8,32.5,-19.3
University of Greenwich,First degree,Forensic and archaeological sciences,CAH07-04-02,90.2,88.6,-1.6
University of Greenwich,First degree,Mathematics,CAH09-01-01,80.9,73.5,-7.4
University of Greenwich,First degree,Computer science,CAH11-01-01,80.7,76.9,-3.8
University of Greenwich,First degree,Architecture,CAH13-01-01,83.8,76.7,-7.1
University of Greenwich,First degree,Building,CAH13-01-02,53.5,40.8,-12.7
University of Greenwich,First degree,Sociology,CAH15-01-02,71.2,56.8,-14.4
University of Greenwich,First degree,Economics,CAH15-02-01,78.8,71.1,-7.7
University of Greenwich,First degree,Politics,CAH15-03-01,81.1,75.1,-6
University of Greenwich,First degree,Social work,CAH15-04-01,92.6,96,3.4
University of Greenwich,First degree,Law,CAH16-01-01,83.1,79.3,-3.8
University of Greenwich,First degree,Business studies,CAH17-01-02,80.2,71.6,-8.6
University of Greenwich,First degree,Marketing,CAH17-01-03,80.8,73.2,-7.6
University of Greenwich,First degree,Management studies,CAH17-01-04,80.1,73.6,-6.5
University of Greenwich,First degree,Human resource management,CAH17-01-05,74.5,65.3,-9.2
University of Greenwich,First degree,"Tourism, transport and travel",CAH17-01-06,88.9,80.2,-8.7
University of Greenwich,First degree,Finance,CAH17-01-07,91.1,88.2,-2.9
University of Greenwich,First degree,Accounting,CAH17-01-08,80.3,74,-6.3
University of Greenwich,First degree,Literature in English,CAH19-01-03,93.2,86.4,-6.8
University of Greenwich,First degree,Creative writing,CAH19-01-05,93.1,86.8,-6.3
University of Greenwich,First degree,Others in language and area studies,CAH19-04-09,81.1,69.3,-11.8
University of Greenwich,First degree,Education,CAH22-01-01,68.2,49.3,-18.9
University of Greenwich,First degree,Teacher training,CAH22-01-02,73.6,64.9,-8.7
University of Greenwich,First degree,Design studies,CAH25-01-03,67.4,55.5,-11.9
University of Greenwich,First degree,Cinematics and photography,CAH25-01-04,72.2,57.7,-14.5
University of Greenwich,First degree,Drama,CAH25-02-03,90.8,81.5,-9.3
University of Greenwich,Other undergraduate,Nursing (non-specific),CAH02-04-01,83.2,79.7,-3.5
University of Hertfordshire,All undergraduates,Pharmacy,CAH02-02-03,82.1,82.2,0.1
University of Hertfordshire,All undergraduates,Nursing (non-specific),CAH02-04-01,71.9,63.2,-8.7
University of Hertfordshire,All undergraduates,Adult nursing,CAH02-04-02,84.8,79.5,-5.3
University of Hertfordshire,All undergraduates,Midwifery,CAH02-04-04,87,83.3,-3.7
University of Hertfordshire,All undergraduates,Children's nursing,CAH02-04-05,88.7,86.9,-1.8
University of Hertfordshire,All undergraduates,Mental health nursing,CAH02-04-07,86.9,80.7,-6.2
University of Hertfordshire,All undergraduates,Learning disabilities nursing,CAH02-04-08,90.9,81,-9.9
University of Hertfordshire,All undergraduates,Medical technology,CAH02-05-01,83.8,78.8,-5
University of Hertfordshire,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,73.5,63.9,-9.6
University of Hertfordshire,All undergraduates,Health sciences (non-specific),CAH02-06-01,86.3,76,-10.3
University of Hertfordshire,All undergraduates,Nutrition and dietetics,CAH02-06-02,87.5,79.4,-8.1
University of Hertfordshire,All undergraduates,Ophthalmics,CAH02-06-03,58.1,45.1,-13
University of Hertfordshire,All undergraduates,Physiotherapy,CAH02-06-05,90.9,86.3,-4.6
University of Hertfordshire,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,95.5,91.6,-3.9
University of Hertfordshire,All undergraduates,Sport and exercise sciences,CAH03-02-01,89.4,86.5,-2.9
University of Hertfordshire,All undergraduates,Psychology (non-specific),CAH04-01-01,76.8,66.6,-10.2
University of Hertfordshire,All undergraduates,Mechanical engineering,CAH10-01-02,82.4,75,-7.4
University of Hertfordshire,All undergraduates,Production and manufacturing engineering,CAH10-01-03,74.6,70.6,-4
University of Hertfordshire,All undergraduates,Aeronautical and aerospace engineering,CAH10-01-04,63.4,48.4,-15
University of Hertfordshire,All undergraduates,Civil engineering,CAH10-01-07,93.9,89.8,-4.1
University of Hertfordshire,All undergraduates,Computer games and animation,CAH11-01-06,84.5,80.3,-4.2
University of Hertfordshire,All undergraduates,Architecture,CAH13-01-01,83.4,62.9,-20.5
University of Hertfordshire,All undergraduates,Sociology,CAH15-01-02,81,71.9,-9.1
University of Hertfordshire,All undergraduates,Social policy,CAH15-01-03,81,71.9,-9.1
University of Hertfordshire,All undergraduates,Economics,CAH15-02-01,98.7,93.2,-5.5
University of Hertfordshire,All undergraduates,Social work,CAH15-04-01,95.8,93.5,-2.3
University of Hertfordshire,All undergraduates,Law,CAH16-01-01,81.8,79.6,-2.2
University of Hertfordshire,All undergraduates,Business studies,CAH17-01-02,89.5,84.6,-4.9
University of Hertfordshire,All undergraduates,Marketing,CAH17-01-03,83.2,77.9,-5.3
University of Hertfordshire,All undergraduates,Human resource management,CAH17-01-05,83.8,80.7,-3.1
University of Hertfordshire,All undergraduates,"Tourism, transport and travel",CAH17-01-06,80.7,68.4,-12.3
University of Hertfordshire,All undergraduates,Finance,CAH17-01-07,90.3,84,-6.3
University of Hertfordshire,All undergraduates,Accounting,CAH17-01-08,89.5,85,-4.5
University of Hertfordshire,All undergraduates,Education,CAH22-01-01,91.3,87.4,-3.9
University of Hertfordshire,All undergraduates,Teacher training,CAH22-01-02,95.8,93.5,-2.3
University of Hertfordshire,All undergraduates,"Combined, general or negotiated studies",CAH23-01-01,86.2,77.7,-8.5
University of Hertfordshire,All undergraduates,Design studies,CAH25-01-03,74.1,59,-15.1
University of Hertfordshire,All undergraduates,Cinematics and photography,CAH25-01-04,74.9,60.2,-14.7
University of Hertfordshire,All undergraduates,Music,CAH25-02-02,80.5,70.9,-9.6
University of Hertfordshire,First degree,Adult nursing,CAH02-04-02,84.8,79.5,-5.3
University of Hertfordshire,First degree,Midwifery,CAH02-04-04,87,83.3,-3.7
University of Hertfordshire,First degree,Children's nursing,CAH02-04-05,88.7,86.9,-1.8
University of Hertfordshire,First degree,Mental health nursing,CAH02-04-07,86.9,80.7,-6.2
University of Hertfordshire,First degree,Learning disabilities nursing,CAH02-04-08,90.9,81,-9.9
University of Hertfordshire,First degree,Medical technology,CAH02-05-01,83.8,78.8,-5
University of Hertfordshire,First degree,Biomedical sciences (non-specific),CAH02-05-03,73.5,63.9,-9.6
University of Hertfordshire,First degree,Health sciences (non-specific),CAH02-06-01,86.3,76,-10.3
University of Hertfordshire,First degree,Nutrition and dietetics,CAH02-06-02,87.5,79.4,-8.1
University of Hertfordshire,First degree,Physiotherapy,CAH02-06-05,90.9,86.3,-4.6
University of Hertfordshire,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,95.5,91.6,-3.9
University of Hertfordshire,First degree,Sport and exercise sciences,CAH03-02-01,89.4,86.5,-2.9
University of Hertfordshire,First degree,Psychology (non-specific),CAH04-01-01,76.8,66.6,-10.2
University of Hertfordshire,First degree,Mechanical engineering,CAH10-01-02,82.5,74.8,-7.7
University of Hertfordshire,First degree,Production and manufacturing engineering,CAH10-01-03,73.3,69.7,-3.6
University of Hertfordshire,First degree,Aeronautical and aerospace engineering,CAH10-01-04,63,49,-14
University of Hertfordshire,First degree,Civil engineering,CAH10-01-07,93.2,89.3,-3.9
University of Hertfordshire,First degree,Computer games and animation,CAH11-01-06,84.5,80.3,-4.2
University of Hertfordshire,First degree,Architecture,CAH13-01-01,83.4,62.9,-20.5
University of Hertfordshire,First degree,Sociology,CAH15-01-02,81,71.9,-9.1
University of Hertfordshire,First degree,Social policy,CAH15-01-03,81,71.9,-9.1
University of Hertfordshire,First degree,Economics,CAH15-02-01,98.7,93.2,-5.5
University of Hertfordshire,First degree,Social work,CAH15-04-01,95.8,93.5,-2.3
University of Hertfordshire,First degree,Law,CAH16-01-01,81.8,79.6,-2.2
University of Hertfordshire,First degree,Business studies,CAH17-01-02,89.5,84.6,-4.9
University of Hertfordshire,First degree,Marketing,CAH17-01-03,83.2,77.9,-5.3
University of Hertfordshire,First degree,Human resource management,CAH17-01-05,83.8,80.7,-3.1
University of Hertfordshire,First degree,"Tourism, transport and travel",CAH17-01-06,80.7,68.4,-12.3
University of Hertfordshire,First degree,Finance,CAH17-01-07,90.3,84,-6.3
University of Hertfordshire,First degree,Accounting,CAH17-01-08,89.5,85,-4.5
University of Hertfordshire,First degree,Education,CAH22-01-01,91.3,87.4,-3.9
University of Hertfordshire,First degree,Teacher training,CAH22-01-02,95.8,93.5,-2.3
University of Hertfordshire,First degree,"Combined, general or negotiated studies",CAH23-01-01,86.2,77.7,-8.5
University of Hertfordshire,First degree,Design studies,CAH25-01-03,74.1,59,-15.1
University of Hertfordshire,First degree,Cinematics and photography,CAH25-01-04,74.9,60.2,-14.7
University of Hertfordshire,First degree,Music,CAH25-02-02,80.5,70.9,-9.6
University of Hertfordshire,Other undergraduate,Nursing (non-specific),CAH02-04-01,71.1,63.9,-7.2
University of Hertfordshire,Undergraduate with postgraduate component,Pharmacy,CAH02-02-03,80.9,81.7,0.8
University of Hertfordshire,Undergraduate with postgraduate component,Ophthalmics,CAH02-06-03,58.1,45.1,-13
The University of Huddersfield,All undergraduates,Pharmacology,CAH02-02-01,78.2,74.3,-3.9
The University of Huddersfield,All undergraduates,Pharmacy,CAH02-02-03,79.3,74.9,-4.4
The University of Huddersfield,All undergraduates,Nursing (non-specific),CAH02-04-01,81.9,68.7,-13.2
The University of Huddersfield,All undergraduates,Adult nursing,CAH02-04-02,64.7,53.5,-11.2
The University of Huddersfield,All undergraduates,Midwifery,CAH02-04-04,82.9,82.5,-0.4
The University of Huddersfield,All undergraduates,Children's nursing,CAH02-04-05,61.5,51.8,-9.7
The University of Huddersfield,All undergraduates,Mental health nursing,CAH02-04-07,56.8,61.2,4.4
The University of Huddersfield,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,81.3,79.7,-1.6
The University of Huddersfield,All undergraduates,"Anatomy, physiology and pathology",CAH02-05-04,77.2,73.1,-4.1
The University of Huddersfield,All undergraduates,Health sciences (non-specific),CAH02-06-01,54.7,41.5,-13.2
The University of Huddersfield,All undergraduates,Ophthalmics,CAH02-06-03,90.6,85.3,-5.3
The University of Huddersfield,All undergraduates,Physiotherapy,CAH02-06-05,84.8,81.9,-2.9
The University of Huddersfield,All undergraduates,Complementary and alternative medicine,CAH02-06-06,84.2,84.5,0.3
The University of Huddersfield,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,91.5,83.8,-7.7
The University of Huddersfield,All undergraduates,Sport and exercise sciences,CAH03-02-01,76,60.9,-15.1
The University of Huddersfield,All undergraduates,Psychology (non-specific),CAH04-01-01,82.5,80.1,-2.4
The University of Huddersfield,All undergraduates,Chemistry,CAH07-02-01,87.4,87.5,0.1
The University of Huddersfield,All undergraduates,Mechanical engineering,CAH10-01-02,60.2,44,-16.2
The University of Huddersfield,All undergraduates,Production and manufacturing engineering,CAH10-01-03,55,50.2,-4.8
The University of Huddersfield,All undergraduates,Electrical and electronic engineering,CAH10-01-08,75.2,69.5,-5.7
The University of Huddersfield,All undergraduates,Others in technology,CAH10-03-06,71.8,60.2,-11.6
The University of Huddersfield,All undergraduates,Computer science,CAH11-01-01,68,55.8,-12.2
The University of Huddersfield,All undergraduates,Software engineering,CAH11-01-04,64.9,57.5,-7.4
The University of Huddersfield,All undergraduates,Architecture,CAH13-01-01,74.8,65.2,-9.6
The University of Huddersfield,All undergraduates,Sociology,CAH15-01-02,81.6,82.8,1.2
The University of Huddersfield,All undergraduates,Economics,CAH15-02-01,90.5,88.8,-1.7
The University of Huddersfield,All undergraduates,Social work,CAH15-04-01,80.6,79.3,-1.3
The University of Huddersfield,All undergraduates,Childhood and youth studies,CAH15-04-02,90.5,87.9,-2.6
The University of Huddersfield,All undergraduates,Law,CAH16-01-01,70.9,66.3,-4.6
The University of Huddersfield,All undergraduates,Business studies,CAH17-01-02,79.6,71.1,-8.5
The University of Huddersfield,All undergraduates,Marketing,CAH17-01-03,85.5,81.9,-3.6
The University of Huddersfield,All undergraduates,Management studies,CAH17-01-04,82.6,78.5,-4.1
The University of Huddersfield,All undergraduates,"Tourism, transport and travel",CAH17-01-06,78.1,65.6,-12.5
The University of Huddersfield,All undergraduates,Finance,CAH17-01-07,67.6,56,-11.6
The University of Huddersfield,All undergraduates,Accounting,CAH17-01-08,69.9,59.9,-10
